,date,utctime,num_hospital,S_start_lat,S_start_long,S_end_lat,S_end_long,S_distance(m),S_duration(s),SE_start_lat,SE_start_long,SE_end_lat,SE_end_long,SE_distance(m),SE_duration(s),E_start_lat,E_start_long,E_end_lat,E_end_long,E_distance(m),E_duration(s),NE_start_lat,NE_start_long,NE_end_lat,NE_end_long,NE_distance(m),NE_duration(s),N_start_lat,N_start_long,N_end_lat,N_end_long,N_distance(m),N_duration(s),NW_start_lat,NW_start_long,NW_end_lat,NW_end_long,NW_distance(m),NW_duration(s),W_start_lat,W_start_long,W_end_lat,W_end_long,W_distance(m),W_duration(s),SW_start_lat,SW_start_long,SW_end_lat,SW_end_long,SW_distance(m),SW_duration(s)
0,2018-06-04 23:06:36,1528167996.5560548,2,39.441611,117.367209,39.591611,117.367209,24219,2227,39.491611,117.317209,39.541611,117.417209,20760,2809,39.516611,117.317209,39.516611,117.417209,12761,1171,39.541611,117.317209,39.491611,117.417209,14486,1253,39.591611,117.367209,39.441611,117.367209,24219,2338,39.541611,117.417209,39.491611,117.317209,20755,2867,39.516611,117.417209,39.516611,117.317209,14018,1401,39.491611,117.417209,39.541611,117.317209,14467,1358
1,2018-06-04 23:06:42,1528168002.5526533,8,39.741611,117.417209,39.891611,117.417209,19720,1732,39.791611,117.367209,39.841611,117.467209,16475,2254,39.816611,117.367209,39.816611,117.467209,24544,2189,39.841611,117.367209,39.791611,117.467209,21075,2080,39.891611,117.417209,39.741611,117.417209,19709,1785,39.841611,117.467209,39.791611,117.367209,16461,2268,39.816611,117.467209,39.816611,117.367209,24409,2149,39.791611,117.467209,39.841611,117.367209,21065,2028
2,2018-06-04 23:06:48,1528168008.54836,8,39.841611,117.367209,39.991611,117.367209,19574,1413,39.891611,117.317209,39.941611,117.417209,27939,1703,39.916611,117.317209,39.916611,117.417209,10695,1321,39.941611,117.317209,39.891611,117.417209,13905,1785,39.991611,117.367209,39.841611,117.367209,20141,1532,39.941611,117.417209,39.891611,117.317209,18200,1264,39.916611,117.417209,39.916611,117.317209,10696,1399,39.891611,117.417209,39.941611,117.317209,13907,1826
3,2018-06-04 23:06:54,1528168014.450558,1,40.141611,117.417209,40.291611,117.417209,20622,1600,40.191611,117.367209,40.241611,117.467209,23756,2313,40.216611,117.367209,40.216611,117.467209,28638,2878,40.241611,117.367209,40.191611,117.467209,33492,3933,40.291611,117.417209,40.141611,117.417209,20622,1755,40.241611,117.467209,40.191611,117.367209,23759,2404,40.216611,117.467209,40.216611,117.367209,28589,2643,40.191611,117.467209,40.241611,117.367209,33508,3997
4,2018-06-04 23:07:00,1528168020.517149,1,40.241611,117.367209,40.391611,117.367209,35280,5117,40.291611,117.317209,40.341611,117.417209,49759,4866,40.316611,117.317209,40.316611,117.417209,50476,4489,40.341611,117.317209,40.291611,117.417209,42673,4599,40.391611,117.367209,40.241611,117.367209,35131,5407,40.341611,117.417209,40.291611,117.317209,49769,5071,40.316611,117.417209,40.316611,117.317209,42125,4396,40.291611,117.417209,40.341611,117.317209,42536,4610
5,2018-06-04 23:07:06,1528168026.6786807,0,40.541611,117.417209,40.691611,117.417209,119091,14182,40.591611,117.367209,40.641611,117.467209,24010,3963,40.616611,117.367209,40.616611,117.467209,123636,19589,40.641611,117.367209,40.591611,117.467209,113444,13856,40.691611,117.417209,40.541611,117.417209,126345,13760,40.641611,117.467209,40.591611,117.367209,24010,3886,40.616611,117.467209,40.616611,117.367209,122807,19690,40.591611,117.467209,40.641611,117.367209,113384,14075
6,2018-06-04 23:07:14,1528168034.7394702,0,40.641611,117.367209,40.791611,117.367209,37406,2439,40.691611,117.317209,40.741611,117.417209,40102,4119,40.716611,117.317209,40.716611,117.417209,15701,3132,40.741611,117.317209,40.691611,117.417209,20595,4331,40.791611,117.367209,40.641611,117.367209,37845,2836,40.741611,117.417209,40.691611,117.317209,40626,4142,40.716611,117.417209,40.716611,117.317209,15701,3132,40.691611,117.417209,40.741611,117.317209,20595,4325
7,2018-06-04 23:07:20,1528168040.7342489,1,40.941611,117.417209,41.091611,117.417209,31287,4027,40.991611,117.367209,41.041611,117.467209,16326,2447,41.016611,117.367209,41.016611,117.467209,14086,2046,41.041611,117.367209,40.991611,117.467209,13375,1088,41.091611,117.417209,40.941611,117.417209,31287,4279,41.041611,117.467209,40.991611,117.367209,15785,2500,41.016611,117.467209,41.016611,117.367209,13545,2102,40.991611,117.467209,41.041611,117.367209,13377,1165
8,2018-06-04 23:07:26,1528168046.6743343,1,40.941611,117.317209,41.091611,117.317209,30140,2544,40.991611,117.267209,41.041611,117.367209,26887,2896,41.016611,117.267209,41.016611,117.367209,23700,2537,41.041611,117.267209,40.991611,117.367209,25618,3417,41.091611,117.317209,40.941611,117.317209,30140,2636,41.041611,117.367209,40.991611,117.267209,26887,2920,41.016611,117.367209,41.016611,117.267209,23698,2564,40.991611,117.367209,41.041611,117.267209,25616,3442
9,2018-06-04 23:07:32,1528168052.745287,0,40.941611,117.217209,41.091611,117.217209,69281,7746,40.991611,117.167209,41.041611,117.267209,44237,5314,41.016611,117.167209,41.016611,117.267209,78624,9009,41.041611,117.167209,40.991611,117.267209,85880,10282,41.091611,117.217209,40.941611,117.217209,69277,7861,41.041611,117.267209,40.991611,117.167209,44235,5251,41.016611,117.267209,41.016611,117.167209,78580,8679,40.991611,117.267209,41.041611,117.167209,85789,9613
10,2018-06-04 23:07:38,1528168058.937971,0,40.941611,117.117209,41.091611,117.117209,39111,5675,40.991611,117.067209,41.041611,117.167209,40864,6512,41.016611,117.067209,41.016611,117.167209,14060,4013,41.041611,117.067209,40.991611,117.167209,72058,7936,41.091611,117.117209,40.941611,117.117209,38833,6027,41.041611,117.167209,40.991611,117.067209,40909,6819,41.016611,117.167209,41.016611,117.067209,14060,4013,40.991611,117.167209,41.041611,117.067209,71971,7271
11,2018-06-04 23:07:44,1528168064.9379869,0,40.941611,117.017209,41.091611,117.017209,21375,1960,40.991611,116.967209,41.041611,117.067209,24338,3567,41.016611,116.967209,41.016611,117.067209,20282,2861,41.041611,116.967209,40.991611,117.067209,20485,2110,41.091611,117.017209,40.941611,117.017209,21420,2184,41.041611,117.067209,40.991611,116.967209,24383,3845,41.016611,117.067209,41.016611,116.967209,20237,2824,40.991611,117.067209,41.041611,116.967209,20440,2057
12,2018-06-04 23:07:50,1528168070.9301696,1,40.941611,116.917209,41.091611,116.917209,26493,2157,40.991611,116.867209,41.041611,116.967209,13992,1280,41.016611,116.867209,41.016611,116.967209,10520,993,41.041611,116.867209,40.991611,116.967209,18163,1797,41.091611,116.917209,40.941611,116.917209,26493,2206,41.041611,116.967209,40.991611,116.867209,13992,1275,41.016611,116.967209,41.016611,116.867209,10520,973,40.991611,116.967209,41.041611,116.867209,18118,1736
13,2018-06-04 23:07:56,1528168076.8455415,0,40.941611,116.817209,41.091611,116.817209,48109,7769,40.991611,116.767209,41.041611,116.867209,15512,2730,41.016611,116.767209,41.016611,116.867209,14049,1808,41.041611,116.767209,40.991611,116.867209,11006,2078,41.091611,116.817209,40.941611,116.817209,48138,7724,41.041611,116.867209,40.991611,116.767209,15512,2730,41.016611,116.867209,41.016611,116.767209,14049,1808,40.991611,116.867209,41.041611,116.767209,11006,2078
14,2018-06-04 23:08:02,1528168082.8627515,0,40.941611,116.717209,41.091611,116.717209,46080,6520,40.991611,116.667209,41.041611,116.767209,17110,5423,41.016611,116.667209,41.016611,116.767209,85642,7001,41.041611,116.667209,40.991611,116.767209,94372,8797,41.091611,116.717209,40.941611,116.717209,46056,6587,41.041611,116.767209,40.991611,116.667209,17110,5423,41.016611,116.767209,41.016611,116.667209,85657,7385,40.991611,116.767209,41.041611,116.667209,94387,9328
15,2018-06-04 23:08:08,1528168088.955337,0,40.941611,116.617209,41.091611,116.617209,20485,1021,40.991611,116.567209,41.041611,116.667209,20350,2938,41.016611,116.567209,41.016611,116.667209,12539,1872,41.041611,116.567209,40.991611,116.667209,15660,1926,41.091611,116.617209,40.941611,116.617209,20130,995,41.041611,116.667209,40.991611,116.567209,20342,2928,41.016611,116.667209,41.016611,116.567209,12531,1863,40.991611,116.667209,41.041611,116.567209,15652,1920
16,2018-06-04 23:08:15,1528168095.0910907,1,40.941611,116.517209,41.091611,116.517209,42272,4301,40.991611,116.467209,41.041611,116.567209,17581,2341,41.016611,116.467209,41.016611,116.567209,11556,1194,41.041611,116.467209,40.991611,116.567209,14834,1482,41.091611,116.517209,40.941611,116.517209,42268,4312,41.041611,116.567209,40.991611,116.467209,34524,2923,41.016611,116.567209,41.016611,116.467209,11556,1194,40.991611,116.567209,41.041611,116.467209,14834,1482
17,2018-06-04 23:08:21,1528168101.0094461,0,40.941611,116.417209,41.091611,116.417209,36148,6519,40.991611,116.367209,41.041611,116.467209,19782,2227,41.016611,116.367209,41.016611,116.467209,23418,3248,41.041611,116.367209,40.991611,116.467209,36148,4041,41.091611,116.417209,40.941611,116.417209,36148,6519,41.041611,116.467209,40.991611,116.367209,19782,2227,41.016611,116.467209,41.016611,116.367209,23418,3248,40.991611,116.467209,41.041611,116.367209,18770,2476
18,2018-06-04 23:08:27,1528168107.1254616,0,40.941611,116.317209,41.091611,116.317209,33934,5687,40.991611,116.267209,41.041611,116.367209,60943,7369,41.016611,116.267209,41.016611,116.367209,53596,7382,41.041611,116.267209,40.991611,116.367209,8813,3222,41.091611,116.317209,40.941611,116.317209,33934,5687,41.041611,116.367209,40.991611,116.267209,29063,7017,41.016611,116.367209,41.016611,116.267209,53596,7152,40.991611,116.367209,41.041611,116.267209,8813,3222
19,2018-06-04 23:08:33,1528168113.1145704,0,40.941611,116.217209,41.091611,116.217209,17868,2568,40.991611,116.167209,41.041611,116.267209,53812,8030,41.016611,116.167209,41.016611,116.267209,15420,3247,41.041611,116.167209,40.991611,116.267209,44062,9373,41.091611,116.217209,40.941611,116.217209,17868,2551,41.041611,116.267209,40.991611,116.167209,53812,8007,41.016611,116.267209,41.016611,116.167209,15420,3295,40.991611,116.267209,41.041611,116.167209,15864,3451
20,2018-06-04 23:08:39,1528168119.1711268,0,40.941611,116.117209,41.091611,116.117209,23799,1891,40.991611,116.067209,41.041611,116.167209,32680,4679,41.016611,116.067209,41.016611,116.167209,33474,3874,41.041611,116.067209,40.991611,116.167209,32958,3127,41.091611,116.117209,40.941611,116.117209,23799,1734,41.041611,116.167209,40.991611,116.067209,32680,4533,41.016611,116.167209,41.016611,116.067209,33474,3754,40.991611,116.167209,41.041611,116.067209,32958,3038
21,2018-06-04 23:08:45,1528168125.3467534,0,40.941611,116.017209,41.091611,116.017209,28460,2820,40.991611,115.967209,41.041611,116.067209,30001,2869,41.016611,115.967209,41.016611,116.067209,33633,3227,41.041611,115.967209,40.991611,116.067209,33349,3577,41.091611,116.017209,40.941611,116.017209,28460,2362,41.041611,116.067209,40.991611,115.967209,30001,2374,41.016611,116.067209,41.016611,115.967209,33633,2805,40.991611,116.067209,41.041611,115.967209,33349,3232
22,2018-06-04 23:08:51,1528168131.281387,0,40.941611,115.917209,41.091611,115.917209,40828,4454,40.991611,115.867209,41.041611,115.967209,57802,5204,41.016611,115.867209,41.016611,115.967209,54999,4558,41.041611,115.867209,40.991611,115.967209,59642,4636,41.091611,115.917209,40.941611,115.917209,40828,4411,41.041611,115.967209,40.991611,115.867209,57794,5145,41.016611,115.967209,41.016611,115.867209,54991,4507,40.991611,115.967209,41.041611,115.867209,59634,4585
23,2018-06-04 23:08:57,1528168137.2796752,0,40.941611,115.817209,41.091611,115.817209,25711,1849,40.991611,115.767209,41.041611,115.867209,13577,1421,41.016611,115.767209,41.016611,115.867209,11126,1060,41.041611,115.767209,40.991611,115.867209,13849,1134,41.091611,115.817209,40.941611,115.817209,25711,1816,41.041611,115.867209,40.991611,115.767209,13577,1426,41.016611,115.867209,41.016611,115.767209,11126,1050,40.991611,115.867209,41.041611,115.767209,13849,1135
24,2018-06-04 23:09:03,1528168143.3032002,0,40.941611,115.717209,41.091611,115.717209,37756,2740,40.991611,115.667209,41.041611,115.767209,36913,2300,41.016611,115.667209,41.016611,115.767209,36448,2646,41.041611,115.667209,40.991611,115.767209,17869,3136,41.091611,115.717209,40.941611,115.717209,37754,2714,41.041611,115.767209,40.991611,115.667209,36911,2295,41.016611,115.767209,41.016611,115.667209,36446,2655,40.991611,115.767209,41.041611,115.667209,17869,3134
25,2018-06-04 23:09:09,1528168149.2964664,0,40.941611,115.617209,41.091611,115.617209,59722,4582,40.991611,115.567209,41.041611,115.667209,55123,5077,41.016611,115.567209,41.016611,115.667209,18175,1243,41.041611,115.567209,40.991611,115.667209,10435,936,41.091611,115.617209,40.941611,115.617209,59720,4568,41.041611,115.667209,40.991611,115.567209,55121,5067,41.016611,115.667209,41.016611,115.567209,18175,1278,40.991611,115.667209,41.041611,115.567209,10435,940
26,2018-06-04 23:09:15,1528168155.364373,0,40.941611,115.517209,41.091611,115.517209,58971,7043,40.991611,115.467209,41.041611,115.567209,89480,6147,41.016611,115.467209,41.016611,115.567209,36632,4296,41.041611,115.467209,40.991611,115.567209,14510,1444,41.091611,115.517209,40.941611,115.517209,58971,7266,41.041611,115.567209,40.991611,115.467209,89481,6353,41.016611,115.567209,41.016611,115.467209,36632,4526,40.991611,115.567209,41.041611,115.467209,14510,1660
27,2018-06-04 23:09:21,1528168161.3662753,0,40.941611,115.417209,41.091611,115.417209,45339,3440,40.991611,115.367209,41.041611,115.467209,34003,3191,41.016611,115.367209,41.016611,115.467209,30105,4291,41.041611,115.367209,40.991611,115.467209,47585,4076,41.091611,115.417209,40.941611,115.417209,45340,3733,41.041611,115.467209,40.991611,115.367209,34003,3180,41.016611,115.467209,41.016611,115.367209,30105,4253,40.991611,115.467209,41.041611,115.367209,47584,3842
28,2018-06-04 23:09:27,1528168167.3470151,0,40.641611,117.267209,40.791611,117.267209,35002,3238,40.691611,117.217209,40.741611,117.317209,14777,2514,40.716611,117.217209,40.716611,117.317209,9578,1348,40.741611,117.217209,40.691611,117.317209,17343,3097,40.791611,117.267209,40.641611,117.267209,35247,3660,40.741611,117.317209,40.691611,117.217209,14777,2579,40.716611,117.317209,40.716611,117.217209,9578,1438,40.691611,117.317209,40.741611,117.217209,17343,3029
29,2018-06-04 23:09:33,1528168173.3387794,3,40.641611,117.167209,40.791611,117.167209,33496,3621,40.691611,117.117209,40.741611,117.217209,20767,4426,40.716611,117.117209,40.716611,117.217209,15926,1848,40.741611,117.117209,40.691611,117.217209,21706,3340,40.791611,117.167209,40.641611,117.167209,33466,3896,40.741611,117.217209,40.691611,117.117209,20673,4680,40.716611,117.217209,40.716611,117.117209,15926,1876,40.691611,117.217209,40.741611,117.117209,21706,3297
30,2018-06-04 23:09:39,1528168179.4331791,0,40.641611,117.067209,40.791611,117.067209,44350,6314,40.691611,117.017209,40.741611,117.117209,45847,4956,40.716611,117.017209,40.716611,117.117209,22314,3282,40.741611,117.017209,40.691611,117.117209,36630,4754,40.791611,117.067209,40.641611,117.067209,44320,6361,40.741611,117.117209,40.691611,117.017209,45817,5325,40.716611,117.117209,40.716611,117.017209,22314,3300,40.691611,117.117209,40.741611,117.017209,36724,4474
31,2018-06-04 23:09:45,1528168185.500952,0,40.641611,116.967209,40.791611,116.967209,54456,5766,40.691611,116.917209,40.741611,117.017209,37422,3219,40.716611,116.917209,40.716611,117.017209,36088,3916,40.741611,116.917209,40.691611,117.017209,37448,4633,40.791611,116.967209,40.641611,116.967209,54456,5926,40.741611,117.017209,40.691611,116.917209,37422,3260,40.716611,117.017209,40.716611,116.917209,36088,3959,40.691611,117.017209,40.741611,116.917209,37448,4592
32,2018-06-04 23:09:51,1528168191.54961,1,40.641611,116.867209,40.791611,116.867209,28657,2498,40.691611,116.817209,40.741611,116.917209,41320,4318,40.716611,116.817209,40.716611,116.917209,16617,2110,40.741611,116.817209,40.691611,116.917209,20707,2462,40.791611,116.867209,40.641611,116.867209,28657,2546,40.741611,116.917209,40.691611,116.817209,41320,4366,40.716611,116.917209,40.716611,116.817209,16617,2101,40.691611,116.917209,40.741611,116.817209,20707,2455
33,2018-06-04 23:09:57,1528168197.6005776,0,40.641611,116.767209,40.791611,116.767209,51744,4400,40.691611,116.717209,40.741611,116.817209,61418,6085,40.716611,116.717209,40.716611,116.817209,62373,7299,40.741611,116.717209,40.691611,116.817209,61336,6097,40.791611,116.767209,40.641611,116.767209,50812,4314,40.741611,116.817209,40.691611,116.717209,62000,6081,40.716611,116.817209,40.716611,116.717209,62955,7289,40.691611,116.817209,40.741611,116.717209,61336,6085
34,2018-06-04 23:10:03,1528168203.8035364,2,40.641611,116.667209,40.791611,116.667209,25205,2376,40.691611,116.617209,40.741611,116.717209,22679,3485,40.716611,116.617209,40.716611,116.717209,18776,3928,40.741611,116.617209,40.691611,116.717209,18755,2397,40.791611,116.667209,40.641611,116.667209,25059,2463,40.741611,116.717209,40.691611,116.617209,22546,3542,40.716611,116.717209,40.716611,116.617209,18234,3924,40.691611,116.717209,40.741611,116.617209,18281,2411
35,2018-06-04 23:10:09,1528168209.8047714,1,40.641611,116.567209,40.791611,116.567209,30519,5920,40.691611,116.517209,40.741611,116.617209,22734,1612,40.716611,116.517209,40.716611,116.617209,17378,1641,40.741611,116.517209,40.691611,116.617209,15636,1879,40.791611,116.567209,40.641611,116.567209,30519,5982,40.741611,116.617209,40.691611,116.517209,22734,1708,40.716611,116.617209,40.716611,116.517209,17378,1721,40.691611,116.617209,40.741611,116.517209,15636,1919
36,2018-06-04 23:10:15,1528168215.8502014,1,40.641611,116.467209,40.791611,116.467209,44560,6209,40.691611,116.417209,40.741611,116.517209,34185,2643,40.716611,116.417209,40.716611,116.517209,18339,1354,40.741611,116.417209,40.691611,116.517209,26211,2340,40.791611,116.467209,40.641611,116.467209,41533,3514,40.741611,116.517209,40.691611,116.417209,34185,2555,40.716611,116.517209,40.716611,116.417209,18339,1386,40.691611,116.517209,40.741611,116.417209,26211,2534
37,2018-06-04 23:10:21,1528168221.9634986,1,40.641611,116.367209,40.791611,116.367209,38451,5187,40.691611,116.317209,40.741611,116.417209,19990,2286,40.716611,116.317209,40.716611,116.417209,13577,1326,40.741611,116.317209,40.691611,116.417209,28997,3591,40.791611,116.367209,40.641611,116.367209,38451,5386,40.741611,116.417209,40.691611,116.317209,19990,2488,40.716611,116.417209,40.716611,116.317209,13686,1229,40.691611,116.417209,40.741611,116.317209,28997,3567
38,2018-06-04 23:10:27,1528168227.9925814,0,40.641611,116.267209,40.791611,116.267209,53290,5009,40.691611,116.217209,40.741611,116.317209,37074,5330,40.716611,116.217209,40.716611,116.317209,20423,1804,40.741611,116.217209,40.691611,116.317209,20359,2028,40.791611,116.267209,40.641611,116.267209,43990,7262,40.741611,116.317209,40.691611,116.217209,37071,5244,40.716611,116.317209,40.716611,116.217209,20423,1765,40.691611,116.317209,40.741611,116.217209,20359,2000
39,2018-06-04 23:10:34,1528168234.0330522,0,40.641611,116.167209,40.791611,116.167209,48942,4257,40.691611,116.117209,40.741611,116.217209,47904,3834,40.716611,116.117209,40.716611,116.217209,47371,3678,40.741611,116.117209,40.691611,116.217209,23095,3019,40.791611,116.167209,40.641611,116.167209,48939,4158,40.741611,116.217209,40.691611,116.117209,47901,3658,40.716611,116.217209,40.716611,116.117209,47368,3510,40.691611,116.217209,40.741611,116.117209,23095,2928
40,2018-06-04 23:10:40,1528168240.461587,1,40.641611,116.067209,40.791611,116.067209,29490,4488,40.691611,116.017209,40.741611,116.117209,15634,881,40.716611,116.017209,40.716611,116.117209,15331,1089,40.741611,116.017209,40.691611,116.117209,15599,3035,40.791611,116.067209,40.641611,116.067209,29490,4283,40.741611,116.117209,40.691611,116.017209,15634,920,40.716611,116.117209,40.716611,116.017209,15331,1106,40.691611,116.117209,40.741611,116.017209,15599,3061
41,2018-06-04 23:10:46,1528168246.3733199,0,40.641611,115.967209,40.791611,115.967209,57886,3992,40.691611,115.917209,40.741611,116.017209,18139,3174,40.716611,115.917209,40.716611,116.017209,16090,1113,40.741611,115.917209,40.691611,116.017209,62444,4959,40.791611,115.967209,40.641611,115.967209,57884,4070,40.741611,116.017209,40.691611,115.917209,18141,3163,40.716611,116.017209,40.716611,115.917209,16092,1105,40.691611,116.017209,40.741611,115.917209,62446,4873
42,2018-06-04 23:10:52,1528168252.4215465,1,40.641611,115.867209,40.791611,115.867209,25600,4533,40.691611,115.817209,40.741611,115.917209,49280,5952,40.716611,115.817209,40.716611,115.917209,10216,625,40.741611,115.817209,40.691611,115.917209,14293,858,40.791611,115.867209,40.641611,115.867209,25600,4551,40.741611,115.917209,40.691611,115.817209,49280,6004,40.716611,115.917209,40.716611,115.817209,10216,617,40.691611,115.917209,40.741611,115.817209,14293,840
43,2018-06-04 23:10:58,1528168258.3589957,0,40.641611,115.767209,40.791611,115.767209,23416,2336,40.691611,115.717209,40.741611,115.817209,15889,975,40.716611,115.717209,40.716611,115.817209,10658,756,40.741611,115.717209,40.691611,115.817209,18250,2823,40.791611,115.767209,40.641611,115.767209,23416,2415,40.741611,115.817209,40.691611,115.717209,15889,998,40.716611,115.817209,40.716611,115.717209,10658,994,40.691611,115.817209,40.741611,115.717209,18250,2819
44,2018-06-04 23:11:04,1528168264.3283005,0,40.641611,115.667209,40.791611,115.667209,36386,3437,40.691611,115.617209,40.741611,115.717209,17413,1494,40.716611,115.617209,40.716611,115.717209,15035,1397,40.741611,115.617209,40.691611,115.717209,47101,3565,40.791611,115.667209,40.641611,115.667209,36386,3641,40.741611,115.717209,40.691611,115.617209,17413,1691,40.716611,115.717209,40.716611,115.617209,15035,1397,40.691611,115.717209,40.741611,115.617209,47101,3462
45,2018-06-04 23:11:10,1528168270.3129845,0,40.641611,115.567209,40.791611,115.567209,23667,2241,40.691611,115.517209,40.741611,115.617209,17636,2115,40.716611,115.517209,40.716611,115.617209,11243,1397,40.741611,115.517209,40.691611,115.617209,13478,1236,40.791611,115.567209,40.641611,115.567209,23610,2229,40.741611,115.617209,40.691611,115.517209,17636,2155,40.716611,115.617209,40.716611,115.517209,11243,1440,40.691611,115.617209,40.741611,115.517209,13535,1242
46,2018-06-04 23:11:16,1528168276.3099694,0,40.641611,115.467209,40.791611,115.467209,46137,4774,40.691611,115.417209,40.741611,115.517209,11053,1158,40.716611,115.417209,40.716611,115.517209,20739,2952,40.741611,115.417209,40.691611,115.517209,29498,3349,40.791611,115.467209,40.641611,115.467209,48346,4250,40.741611,115.517209,40.691611,115.417209,11053,740,40.716611,115.517209,40.716611,115.417209,29227,3164,40.691611,115.517209,40.741611,115.417209,29555,2988
47,2018-06-04 23:11:22,1528168282.4302983,2,40.541611,117.317209,40.691611,117.317209,56318,5987,40.591611,117.267209,40.641611,117.367209,15864,1478,40.616611,117.267209,40.616611,117.367209,14390,1634,40.641611,117.267209,40.591611,117.367209,20549,3421,40.691611,117.317209,40.541611,117.317209,55543,6107,40.641611,117.367209,40.591611,117.267209,15864,1425,40.616611,117.367209,40.616611,117.267209,15159,1630,40.591611,117.367209,40.641611,117.267209,20720,3435
48,2018-06-04 23:11:28,1528168288.5143178,0,40.541611,117.217209,40.691611,117.217209,48526,4316,40.591611,117.167209,40.641611,117.267209,18081,1050,40.616611,117.167209,40.616611,117.267209,18877,1994,40.641611,117.167209,40.591611,117.267209,19663,1953,40.691611,117.217209,40.541611,117.217209,47751,4531,40.641611,117.267209,40.591611,117.167209,17447,1008,40.616611,117.267209,40.616611,117.167209,24661,1977,40.591611,117.267209,40.641611,117.167209,19865,2259
49,2018-06-04 23:11:34,1528168294.525323,2,40.541611,117.117209,40.691611,117.117209,24868,2769,40.591611,117.067209,40.641611,117.167209,18707,1590,40.616611,117.067209,40.616611,117.167209,20655,2902,40.641611,117.067209,40.591611,117.167209,21940,1959,40.691611,117.117209,40.541611,117.117209,24848,3353,40.641611,117.167209,40.591611,117.067209,18707,1457,40.616611,117.167209,40.616611,117.067209,20628,2718,40.591611,117.167209,40.641611,117.067209,22133,1754
50,2018-06-04 23:11:40,1528168300.5164018,0,40.541611,117.017209,40.691611,117.017209,22263,3514,40.591611,116.967209,40.641611,117.067209,16650,2466,40.616611,116.967209,40.616611,117.067209,15770,3396,40.641611,116.967209,40.591611,117.067209,28245,2993,40.691611,117.017209,40.541611,117.017209,22263,3523,40.641611,117.067209,40.591611,116.967209,16650,2434,40.616611,117.067209,40.616611,116.967209,15797,3364,40.591611,117.067209,40.641611,116.967209,28245,2951
51,2018-06-04 23:11:46,1528168306.616989,2,40.541611,116.917209,40.691611,116.917209,24275,2456,40.591611,116.867209,40.641611,116.967209,33360,3635,40.616611,116.867209,40.616611,116.967209,25746,3309,40.641611,116.867209,40.591611,116.967209,23357,2821,40.691611,116.917209,40.541611,116.917209,24275,2532,40.641611,116.967209,40.591611,116.867209,33360,3554,40.616611,116.967209,40.616611,116.867209,25680,3280,40.591611,116.967209,40.641611,116.867209,23357,2767
52,2018-06-04 23:11:52,1528168312.7167392,2,40.541611,116.817209,40.691611,116.817209,28068,2517,40.591611,116.767209,40.641611,116.867209,23716,1923,40.616611,116.767209,40.616611,116.867209,20281,1647,40.641611,116.767209,40.591611,116.867209,31751,3574,40.691611,116.817209,40.541611,116.817209,28064,2650,40.641611,116.867209,40.591611,116.767209,24981,2435,40.616611,116.867209,40.616611,116.767209,20276,1638,40.591611,116.867209,40.641611,116.767209,31746,3543
53,2018-06-04 23:11:58,1528168318.773346,1,40.541611,116.717209,40.691611,116.717209,29426,3225,40.591611,116.667209,40.641611,116.767209,23560,2696,40.616611,116.667209,40.616611,116.767209,28477,2508,40.641611,116.667209,40.591611,116.767209,37490,3514,40.691611,116.717209,40.541611,116.717209,31604,4184,40.641611,116.767209,40.591611,116.667209,23576,2679,40.616611,116.767209,40.616611,116.667209,25759,2297,40.591611,116.767209,40.641611,116.667209,36990,3141
54,2018-06-04 23:12:05,1528168325.023743,2,40.541611,116.617209,40.691611,116.617209,38866,3645,40.591611,116.567209,40.641611,116.667209,25442,3791,40.616611,116.567209,40.616611,116.667209,23146,3564,40.641611,116.567209,40.591611,116.667209,41988,3401,40.691611,116.617209,40.541611,116.617209,39354,4268,40.641611,116.667209,40.591611,116.567209,25541,3914,40.616611,116.667209,40.616611,116.567209,20736,3551,40.591611,116.667209,40.641611,116.567209,43012,3577
55,2018-06-04 23:12:11,1528168331.0339234,0,40.541611,116.517209,40.691611,116.517209,58057,4211,40.591611,116.467209,40.641611,116.567209,38778,3991,40.616611,116.467209,40.616611,116.567209,65124,7529,40.641611,116.467209,40.591611,116.567209,55620,6653,40.691611,116.517209,40.541611,116.517209,57886,4365,40.641611,116.567209,40.591611,116.467209,38778,3836,40.616611,116.567209,40.616611,116.467209,65124,7548,40.591611,116.567209,40.641611,116.467209,55620,6636
56,2018-06-04 23:12:17,1528168337.1268003,0,40.541611,116.417209,40.691611,116.417209,37540,3169,40.591611,116.367209,40.641611,116.467209,36205,4629,40.616611,116.367209,40.616611,116.467209,42459,7935,40.641611,116.367209,40.591611,116.467209,55590,6407,40.691611,116.417209,40.541611,116.417209,37540,3367,40.641611,116.467209,40.591611,116.367209,36205,4840,40.616611,116.467209,40.616611,116.367209,42459,8095,40.591611,116.467209,40.641611,116.367209,55590,6298
57,2018-06-04 23:12:23,1528168343.313051,0,40.541611,116.317209,40.691611,116.317209,40280,4019,40.591611,116.267209,40.641611,116.367209,32555,3927,40.616611,116.267209,40.616611,116.367209,31837,6645,40.641611,116.267209,40.591611,116.367209,30218,3970,40.691611,116.317209,40.541611,116.317209,40134,3994,40.641611,116.367209,40.591611,116.267209,32520,3939,40.616611,116.367209,40.616611,116.267209,30906,6594,40.591611,116.367209,40.641611,116.267209,49806,8409
